620	3.98048	10.18874	10.18874	5.5315	5.5315
630	3.98281	10.20422	10.20422	5.53924	5.53924
640	3.98514	10.21971	10.21971	5.54699	5.54699
650	3.98746	10.2352	10.2352	5.55473	5.55473
660	3.98979	10.25069	10.25069	5.56247	5.56247
670	3.99212	10.26617	10.26617	5.57021	5.57021
670	4.38074	10.75132	10.75132	5.94513	5.94513
685.3	4.39029	10.79897	10.79897	5.98986	5.98986
735.3	4.42128	10.95459	10.95459	6.13609	6.13609
771	4.4432	11.0656	11.0656	6.24054	6.24054
771	4.4432	11.06559	11.06559	6.24039	6.24039
785.3	4.45194	11.09179	11.09179	6.25067	6.25067
835.3	4.48228	11.18192	11.18192	6.28608	6.28608
885.3	4.51232	11.26984	11.26984	6.32065	6.32065
935.3	4.54206	11.35563	11.35563	6.35442	6.35442
985.3	4.5715	11.43936	11.43936	6.38742	6.38742
1035.3	4.60067	11.5211	11.5211	6.41967	6.41967
1085.3	4.62956	11.60095	11.60095	6.4512	6.4512
1135.3	4.65819	11.67896	11.67896	6.48204	6.48204
1185.3	4.68656	11.75523	11.75523	6.5122	6.5122
1235.3	4.71469	11.82983	11.82983	6.54173	6.54173
1285.3	4.74259	11.90283	11.90283	6.57064	6.57064
1335.3	4.77025	11.97431	11.97431	6.59897	6.59897
1385.3	4.7977	12.04435	12.04435	6.62674	6.62674
1435.3	4.82493	12.11304	12.11304	6.65398	6.65398
1485.3	4.85196	12.18043	12.18043	6.68071	6.68071
1535.3	4.87881	12.24662	12.24662	6.70696	6.70696
1585.3	4.90547	12.31167	12.31167	6.73276	6.73276
1635.3	4.93195	12.37567	12.37567	6.75813	6.75813
1685.3	4.95827	12.4387	12.4387	6.78311	6.78311
1735.3	4.98443	12.50083	12.50083	6.80771	6.80771
1785.3	5.01045	12.56213	12.56213	6.83197	6.83197
1835.3	5.03633	12.62269	12.62269	6.85592	6.85592
1885.3	5.06208	12.68258	12.68258	6.87957	6.87957
1935.3	5.0877	12.74188	12.74188	6.90296	6.90296
1985.3	5.11322	12.80067	12.80067	6.92611	6.92611
2035.3	5.13863	12.85902	12.85902	6.94906	6.94906
2085.3	5.16395	12.91702	12.91702	6.97182	6.97182
2135.3	5.18919	12.97473	12.97473	6.99442	6.99442
2185.3	5.21434	13.03224	13.03224	7.0169	7.0169
2235.3	5.23944	13.08963	13.08963	7.03927	7.03927
2285.3	5.26447	13.14696	13.14696	7.06157	7.06157
2335.3	5.28945	13.20432	13.20432	7.08382	7.08382
2385.3	5.3144	13.26179	13.26179	7.10605	7.10605
2435.3	5.33931	13.31944	13.31944	7.12828	7.12828
2485.3	5.3642	13.37735	13.37735	7.15055	7.15055
2535.3	5.38908	13.4356	13.4356	7.17287	7.17287
2585.3	5.41395	13.49426	13.49426	7.19529	7.19529
2635.3	5.43883	13.55341	13.55341	7.21781	7.21781
2685.3	5.46372	13.61313	13.61313	7.24048	7.24048
2735.3	5.48863	13.6735	13.6735	7.26331	7.26331
2741	5.49148	13.68042	13.68042	7.26593	7.26593
2741	5.49148	13.68044	13.68044	7.26597	7.26597
2785.3	5.51358	13.69098	13.69098	7.26563	7.26563
2835.3	5.53856	13.70302	13.70302	7.2652	7.2652
2885.3	5.5636	13.71522	13.71522	7.26471	7.26471
2891	5.56646	13.71662	13.71662	7.26465	7.26465
