    Lon.    Lat. Zr(m)  E(m)
 -58.199  43.035 -1519   274
 -53.370  43.452  -531   232
 -46.690  43.470  -591   116
 -46.475  43.437  -504   102
   5.179  41.558 -1078   227
  37.990  42.349  -181   241
  39.180  42.420 -1197   368
 136.380  41.829  -787    81
 137.000  42.096  -879    88
 137.715  42.403  -831    90
 -63.750  41.665  -408   220
 -60.540  41.794 -1417   172
 -60.338  41.853 -1355   190
 -57.670  41.993  -851   188
 -57.470  41.562  -770   160
 -13.245  42.140  -714    71
   5.362  41.406 -1239   217
   5.930  40.933 -1554   237
 147.575  40.525  -345    77
 -59.905  41.116 -1222   145
 -57.385  41.378  -807   166
 -13.630  40.504  -924    63
   6.345  39.860  -716   230
   6.550  39.842  -586   216
 147.945  40.000  -308    72
 150.816  40.047  -164    67
 -13.545  40.495 -1129    67
 -13.120  40.450 -1242   102
   5.548  38.527  -300   153
 145.175  38.982    47    49
 145.690  38.919   272    27
 147.095  39.238  -140    68
 148.128  39.086  -338    64
 148.635  39.022  -379    63
 -72.270  38.598 -1313   294
   2.446  37.649  -385   144
   5.609  37.999  -317   155
 147.690  38.469  -314    65
 -68.880  38.065  -480   156
 -11.640  38.153 -1003   152
 -11.165  38.120 -1102   148
   2.494  37.474  -546   145
   2.517  37.387  -569   147
   5.672  37.436  -444   169
 153.250  36.694  -548    68
 153.906  36.741  -620    73
 154.963  36.816  -546    71
 155.575  36.860  -602    69
-123.505  37.217   -48    89
-123.375  37.280   -37   132
 -74.040  36.507  -574   257
 -70.260  37.117  -352   131
 145.155  36.266  -336    63
 146.014  36.097  -358    65
 146.611  35.775  -457    64
 152.640  36.400  -543    67
 -73.750  36.451  -524   222
 -73.415  36.386  -573   208
 -12.900  35.847  -834   112
 146.477  34.531  -484    64
 146.550  35.386  -503    64
 -72.692  34.752  -790   153
 -71.927  34.633  -444   129
 -69.845  34.537  -475    92
 -36.510  34.591   455    32
 -36.400  34.925   577    28
 -10.782  34.742  -388   139
 -10.417  34.864    85   144
 146.489  34.327  -470    64
 147.070  34.059  -429    63
 147.665  34.035  -427    58
 149.355  33.922  -288    61
 150.120  33.859  -401    66
 152.019  33.962  -459    63
 152.845  33.876  -578    64
 153.915  33.997  -357    62
 154.560  34.021  -278    65
 -73.150  33.998  -963   157
 -72.185  33.737  -791   113
 -70.540  34.141  -542    96
 -37.715  33.875    25    34
 -37.095  34.310    67    25
 -12.955  33.666  -103   115
 -10.530  34.484  -798   144
 -10.356  34.313 -1066   166
  34.144  32.852  -270   333
 143.350  33.255  -213    69
 -73.600  33.129 -1081   147
 -73.450  33.419 -1091   153
 -71.775  32.618  -812   101
 -71.325  32.957  -900   106
  33.480  32.236    76   357
  33.857  32.113   216   334
  34.565  32.426   -88   359
 143.740  31.864  -341    62
 -76.520  31.780  -875   297
 -76.157  32.103  -794   219
 -69.807  32.056  -414    83
 -69.010  31.671  -248    81
 133.860  31.005  -490    74
 143.982  31.069  -365    61
 144.772  31.005  -425    60
 146.136  30.829  -576    62
 147.199  30.690  -645    63
 148.032  30.707  -635    63
 148.755  30.725  -662    64
 -75.516  30.643  -455   178
 -68.590  31.469  -141    77
 -68.000  31.184  -216    77
 -67.031  30.692  -210    76
 -75.506  30.243  -676   164
 -66.530  30.425  -202    79
 -66.293  30.299   -45    77
 -65.405  29.826    65    73
 -71.630  28.543  -528    99
 -63.635  28.875    50    65
 -63.185  28.613    36    60
 147.115  27.588  -256    65
-111.850  27.570  -888   149
 -71.500  28.497  -647    99
 -71.071  28.168  -557    89
 -69.640  27.831  -525    80
 -69.275  27.701  -415    80
 -62.705  28.334    23    61
 -62.077  27.967  -229    59
 -61.455  27.605  -569    57
 -20.868  27.951  -291    91
 146.335  27.186  -336    73
 147.004  27.136  -249    71
 147.850  27.069  -283    63
-111.620  27.420  -635   115
-111.000  27.019  -293   111
-110.355  26.600  -412   122
 -89.756  26.913 -1246   388
 -88.916  27.056 -1050   365
 -88.035  26.940  -899   312
 -87.052  26.691  -696   262
 -60.745  27.191  -648    59
 -59.896  26.681  -707    60
-109.975  26.354  -257   149
 -93.929  26.006 -1713   383
 -93.154  25.916 -1791   381
 -92.005  25.763 -1680   374
 -90.884  25.922 -1685   332
 -89.950  25.985 -1388   312
 -88.957  26.248 -1200   321
 -87.917  26.206  -969   294
 -86.964  26.030  -739   248
 -86.197  25.851  -458   219
 -75.260  25.709   136    92
 -59.068  26.164  -704    68
 -58.128  25.576  -617    58
 146.140  25.181  -575    75
 -86.668  25.400  -560   220
 -86.097  25.311  -349   213
 -85.418  25.108  -280   192
 -75.050  25.380    98    98
 -56.960  24.944  -393    61
-108.620  23.634  -570   124
-108.465  23.526  -647   113
 -54.425  24.283  -605    66
 -53.352  24.000  -625    79
 -52.257  23.714  -559    75
 -23.043  24.143   138    90
 -21.660  23.815  -304   100
 -21.000  23.690  -202   101
 -20.295  23.557  -277   122
  65.384  22.752   170   255
  65.697  22.763    -4   283
 121.920  22.831  -769   115
-157.551  23.395  1085    56
-108.863  22.618  -442    88
-108.040  23.230  -148   105
 -50.840  23.348  -573    66
 -46.850  22.783  -448   102
 -46.470  22.779  -575    92
 -19.715  23.447  -286   139
 -18.936  23.210  -353   177
 -17.862  22.988  -362   292
 -17.495  23.374  -159   335
  65.032  22.193   203   205
-108.588  22.455   -51    96
-108.085  22.179  -133   111
-107.370  21.761    -5   123
 -67.838  22.266  -494    79
 -67.255  22.248  -656    78
 -66.490  22.137  -501    65
  38.285  20.062  2088    92
  38.690  19.585  1497    67
  60.365  20.133   614   131
  60.570  20.004   932    90
  64.055  19.905   350   133
  64.938  19.878    71   148
  66.095  19.766   879   132
  89.015  19.505 -1208   437
 155.235  19.997  -237    69
-159.310  19.580   907    59
  38.455  19.314  1547   153
  38.560  19.435  1668   127
  64.919  19.479   330   127
  65.895  19.411   952   121
  67.993  19.106   985   100
  68.770  18.695  1100   102
  86.815  18.654  -244   261
  88.129  18.820 -1168   372
  88.750  19.290 -1227   418
 119.224  18.991 -1266   146
  64.924  17.876  -142   142
  68.202  18.038   742   103
  68.758  18.112   635   114
  87.019  17.928  -798   296
  88.014  17.923 -1045   341
  88.615  18.063 -1034   352
 114.865  18.037  -233   106
 116.300  17.988  -552   111
  64.812  17.243  -427   143
  66.640  17.143   283   110
  68.815  17.406   871    96
  84.018  16.606  -820   257
  86.500  16.797  -422   233
  87.088  16.991  -753   285
  87.830  17.228  -963   311
  88.949  17.225  -842   295
 115.569  16.582  -246   112
 -23.606  16.804  1184    77
  41.675  15.981   751   108
  53.983  16.276   819    84
  83.093  15.578  -801   251
  84.100  16.101 -1071   273
  84.685  16.327  -983   270
  86.381  15.729  -583   231
  86.761  16.237  -684   251
 115.705  16.300  -678   106
-105.655  16.074   367    55
-105.260  16.109   197    55
 -23.795  15.962   792    82
  67.875  15.238   315    89
  81.450  14.621  -807   245
  81.535  14.566  -714   229
  83.123  15.019  -658   224
  83.950  14.683  -522   207
 150.020  14.832  -236    63
 150.955  15.128  -280    60
 -66.560  14.872    40    97
 -66.460  14.660   -34   104
 -23.988  15.105  1311    80
  81.290  13.970  -444   204
  82.051  13.879  -449   194
  82.906  13.766  -444   199
  83.830  14.138  -461   194
 -67.692  14.015  -273    96
 -66.665  14.015  -257   121
 -66.345  14.415   -81   109
 -24.242  13.976   538    70
  81.305  13.074  -140   187
  81.837  12.973  -425   202
  83.035  12.869  -376   207
  83.535  12.909  -439   185
  69.375  12.014   586    66
  69.850  12.177   682    62
  81.229  12.078  -172   167
  82.070  12.127  -451   208
  82.820  12.038  -402   196
  81.351  11.136  -469   174
  81.681  11.228  -587   181
 -86.455  10.525  -122    64
-104.246   9.732    55     8
 -86.675  10.305   222    66
 -86.490  10.490   -41    64
 -55.645   9.806 -1871   274
 -55.365   9.718 -1246   209
 -53.380   9.651  -785   124
 -52.200   9.626  -533   160
  71.820   8.559   584   119
-104.806   9.086    37    28
-104.156   9.028   -39    12
 -55.648   8.821 -1208   254
 -52.580   8.792  -382   108
 -52.380   9.231  -553   157
  71.365   8.360   590    82
  71.590   8.459   572    99
-103.988   8.467   129    27
 -55.535   8.494 -1044   258
 -84.535   6.931   807    10
 -84.375   6.770   724    24
 -50.775   6.814  -752   229
 -49.611   6.569 -1002   223
 -13.868   6.909    31   115
 -12.875   6.561   -71   151
 -51.080   6.420  -375   224
 -49.520   6.472 -1049   217
 -49.131   6.059  -904   216
 -46.235   5.681   -96   105
 -12.940   6.480   -79   143
 -12.140   5.684  -197   154
   0.120   4.809  -928   211
   1.360   4.524 -1028   192
   1.710   4.529  -882   178
   2.940   4.646  -827   210
   3.816   4.865  -951   320
 -48.927   4.945  -460   249
 -47.981   4.728  -805   287
 -47.080   4.879  -515   226
 -46.197   5.148  -213   130
 -45.425   4.509    81   153
 -11.756   5.111  -160   147
 -11.262   4.772  -164   156
   0.120   4.809  -928   211
  -0.133   4.277  -482   162
   1.014   4.375  -841   174
   2.132   4.127  -828   189
   2.732   3.910  -631   173
   3.951   4.028  -798   261
  92.875   3.598  -570   112
 -47.827   4.380  -626   336
 -46.877   4.290  -643   271
 -46.073   4.358  -407   198
 -45.135   3.680  -232   141
 -11.095   4.295  -155   136
  -8.517   3.562   288   100
  -7.964   3.649   159   116
  -0.932   4.160  -592   129
  -0.133   4.277  -482   162
   2.472   3.308  -494   127
   2.802   3.268  -466   127
   3.952   3.286  -787   208
   4.762   3.024  -430   203
   5.655   2.687   -99   194
   7.215   2.618   340   178
   8.258   2.881   261   259
   8.677   2.654   167   268
  93.230   3.223  -793   120
  93.705   2.722 -1039   137
 -94.535   2.709   447    63
 -94.345   2.689   474    57
 -46.804   2.616  -983   309
 -45.970   3.125  -479   182
 -45.440   3.463  -318   155
 -43.255   2.631    64   101
  -8.538   3.482   301    96
  -3.800   3.088  -585   109
   5.420   2.409  -113   159
   5.797   2.029   201   137
   6.703   2.093   531   142
   8.258   1.777   588   190
   8.798   2.123   505   216
  94.029   2.381 -1132   139
 -91.655   2.291   533    67
 -91.445   2.254   542    69
 -46.727   2.386 -1071   304
 -46.060   1.711  -912   286
 -44.540   1.528  -208   130
 -43.890   2.086   -32   108
 -43.450   2.464    96    97
   5.550   1.497   328   119
 -83.708   1.114    82    60
 -45.765   1.411  -706   249
 -44.683   1.296  -213   129
 -44.000   1.230    -7   111
 -43.375   1.258   119   108
 -43.830  -0.256    -5   171
 -42.600  -0.346  -232   161
 -42.285   0.026  -331   141
 -41.318  -0.201  -274   138
 -40.420  -0.335   123   113
 -38.260  -0.411   375    82
 -41.920  -1.166  -479   213
 -40.900  -1.067   -39   153
 -38.565  -0.830    21    99
 -38.415  -0.624   251    88
  43.146  -2.256  -409   206
  44.769  -2.415  -277   140
  56.925  -2.141   807    63
 -41.205  -1.533   -84   185
   7.900  -3.487  -277   117
  42.851  -3.146  -242   188
  43.856  -3.280  -256   158
  44.925  -2.541  -311   135
  56.325  -3.093   802    75
  56.730  -2.984   791    76
 -35.915  -2.897    13   145
 -35.177  -3.339   215   115
 -34.405  -3.290  -140   126
   8.298  -4.088  -364   137
  42.580  -3.581  -205   190
  44.035  -3.601  -317   146
  56.480  -3.580   895    83
  56.520  -3.517   850    82
   9.075  -4.738  -509   173
   9.645  -5.132  -218   210
  42.248  -5.339   366   136
  43.119  -4.828  -332   151
  43.643  -4.831  -198   131
 -34.595  -4.507   244   108
   9.134  -6.270  -800   191
  42.198  -6.000   315   141
-138.140  -6.402   696    55
 -34.195  -5.577    79   107
   9.254  -6.976  -962   180
  10.038  -7.113  -711   184
  42.149  -6.657    90   170
  43.310  -7.382   -83   117
-137.560  -7.211   723    56
-137.450  -7.365   691    56
 -32.730  -6.833  -222    90
 -32.204  -7.133  -377    92
   9.200  -7.646  -590   120
  10.294  -8.054  -442   140
  10.510  -8.296  -304   134
  42.970  -8.249  -255   140
-138.250  -8.341   928    11
-137.120  -7.826   699    56
 -32.853  -7.721  -480    98
 -32.165  -8.189  -752    97
  10.448  -8.977   -73   112
  10.511  -8.791  -165   123
  42.058  -9.247   650   143
-138.670  -8.698   709    21
-138.470  -8.528   822     3
 -33.618  -9.345  -150    94
 -32.676  -9.094  -410    92
 -32.190  -8.864  -605    93
  10.500  -9.500   155    96
  10.555  -9.723   511    94
  42.068  -9.726   750   147
 153.050 -10.049  -395    75
 153.853 -10.126  -228    56
-140.650 -10.378   930    10
-140.245 -10.034   641    26
 -34.111 -10.424  -192    95
 -33.335  -9.564  -237    89
  11.336 -11.307   825    91
  11.570 -11.470   800    98
  42.673 -11.082   720   136
-140.820 -10.522  1054    24
 -35.673 -11.257  -259   166
 -35.025 -10.997   -84   120
 -34.359 -10.844   -75    93
  11.369 -11.523   809    89
  11.690 -11.520   663   110
  42.356 -11.856   618   153
  42.555 -11.677   834   149
  50.033 -12.189  1249    89
-142.955 -12.299   450    56
-142.123 -11.609   580    62
 -36.694 -12.193   225   137
 -36.052 -12.013  -102   127
 -35.490 -12.212   -77    99
  11.336 -12.616   725   115
  11.635 -12.770   771   135
  41.892 -12.898   565   161
  42.635 -12.739     3   156
  44.252 -13.218   -20   152
  44.565 -13.386  -108   156
  46.119 -12.722   388   135
  46.670 -13.204   239   148
 119.138 -13.242   -26    86
 -37.550 -13.410   123   129
 -37.137 -13.038     8   130
 -36.151 -12.630  -121   108
  11.143 -13.939   456   121
  43.136 -13.538   122   147
  44.177 -13.646  -100   156
  45.074 -13.883   -99   160
  45.733 -13.841  -198   176
 111.984 -13.906  -526    95
-145.805 -13.958   411    63
-145.420 -13.774   483    62
 -37.895 -14.203   121   135
 -37.185 -13.664   -37   120
  10.834 -14.955   183   158
  44.285 -14.529   -74   164
 111.365 -15.361  -349    95
 111.741 -15.335  -351    98
 114.819 -15.457  -487    77
 118.485 -14.751  -734    98
 118.555 -14.791  -629    99
-149.250 -15.452   974    59
 -77.072 -15.379   211   143
 -37.725 -15.311  -140   140
 -37.255 -15.249  -146   130
  10.440 -16.266  -151   148
  10.737 -15.854    15   157
 110.370 -16.192  -500    76
 110.565 -16.317  -360    69
 112.054 -16.259  -159   148
 114.892 -15.631  -389    73
 117.464 -15.939  -545    75
 117.649 -16.012  -542    76
-149.550 -16.073  1089    59
-114.535 -16.024   151    24
-114.000 -15.947   128    23
-112.974 -15.801   234    19
-112.000 -15.661   252    19
-111.485 -15.588    97    21
 -76.794 -15.714   254   165
 -76.355 -16.047   344   118
  10.216 -16.844  -159   161
  10.574 -16.853  -120   186
  40.125 -17.180   355   251
  41.003 -16.980   370   214
 109.215 -17.424  -443    77
 109.887 -17.333  -495    84
 111.071 -17.000  -223   103
 111.818 -16.933   -74   123
-114.725 -17.473   229    30
-114.065 -17.391   245    30
-112.775 -17.231    73    26
-112.325 -17.175    94    27
  38.470 -18.095  -212   288
  38.590 -18.336  -310   288
  39.791 -18.077  -193   259
  40.645 -18.187   470   215
 109.344 -17.806  -375    73
 109.978 -17.955  -220    94
 110.930 -17.822    31   126
 112.015 -17.645  -125   120
-115.505 -17.569   215    30
-115.220 -17.534   313    28
  38.915 -18.990  -306   261
  40.070 -19.004  -250   247
 108.470 -18.972  -389    74
 108.973 -18.893  -344    88
 109.605 -18.784  -305   120
 -37.310 -18.885   389   117
  40.410 -19.698   145   217
  40.655 -20.198   371   205
 108.375 -19.622  -337    90
 108.900 -19.998   -62    95
 109.750 -20.210  -175    80
 106.485 -20.987  -205    66
 106.725 -21.244  -195    74
 108.355 -20.856   -51    83
 108.630 -20.614   -40    82
 111.026 -21.341  -348    93
 -38.326 -21.372   247   108
  37.328 -21.712   380   155
 110.411 -22.459  -530    89
 110.989 -21.993  -409    87
 111.740 -21.973  -391    89
-176.755 -22.262   523    23
-176.445 -22.148   752    32
 -38.253 -21.941   411   111
  37.048 -23.126   806   146
  37.796 -22.967   740   121
 110.295 -22.704  -486    87
 110.932 -22.777  -462    92
-176.510 -22.503   911    22
 -38.152 -23.098   240   125
  11.415 -24.148  -244   133
  11.715 -23.858    29   145
  37.147 -23.754   955   138
  37.575 -23.866   867   131
 106.415 -23.722  -173    70
 106.685 -23.794   -55    83
 -38.811 -24.204   192   125
 -38.470 -23.623   273   108
  11.385 -25.039  -260   105
  11.705 -24.832   -79   115
 106.710 -24.674  -212    61
 165.340 -24.983    91   113
 165.780 -24.700    41   117
 -38.839 -24.780   224   127
 -38.320 -24.766  -118   124
  -2.140 -25.010   -54    59
 166.130 -26.425   228   114
 166.535 -26.379   255   116
-173.870 -26.399   221    55
 -39.515 -25.598  -396   161
 -39.306 -25.759  -169   121
  -4.160 -26.023    33    59
  65.949 -27.332   334    47
-173.975 -26.755    12    58
-139.985 -27.113   397    59
  65.465 -27.593   -34    35
  65.995 -27.654  -422    46
  66.575 -27.541   218    54
-174.430 -28.300  -220    62
-145.220 -28.256   745    56
 -46.056 -28.205  -250   215
 -38.975 -28.226  -639   129
 -29.937 -28.120   681    62
 112.435 -29.292    19    68
 156.460 -29.290  -469   116
 156.853 -29.131  -172   113
-174.540 -28.674  -216    58
-174.495 -28.521  -248    60
-145.475 -28.779  1070    55
-140.575 -29.457   481    67
-140.400 -29.154   561    74
 -46.579 -29.457  -236   292
 -46.398 -28.574  -284   236
 -45.395 -29.403  -307   157
 -43.625 -29.412  -240   150
  13.695 -30.440   529   149
 113.430 -30.382    -8    78
 154.437 -29.666  -277    86
 154.879 -29.666  -314    86
-140.845 -29.923   470    66
 -46.084 -29.749  -313   257
 -45.251 -30.201  -186   174
 -43.955 -29.802  -312   150
 113.735 -31.039   195    73
-141.218 -30.568   499    62
 -73.190 -31.000   369     4
 -46.520 -31.218  -255   158
 -46.435 -31.266  -110   143
 -44.580 -30.554  -350   187
 -44.000 -30.860  -154   172
 -43.156 -31.292  -317   153
  14.730 -32.239   487   145
  57.278 -32.461   789    46
 -48.550 -32.185  -888   256
 -47.997 -31.981  -737   223
 -47.035 -32.157  -598   177
 -45.994 -32.154  -472   147
 -42.620 -31.554    20   119
 -41.880 -31.914    70   112
 -41.175 -32.258   -70   105
  57.076 -32.744   680    47
  57.700 -32.736   548    49
 111.332 -32.759    43    91
 -48.905 -33.254  -992   271
 -47.901 -32.825  -889   210
 -46.925 -33.065  -667   170
 -46.034 -32.720  -608   149
 -45.162 -33.160  -553   134
 -37.150 -32.910   249    78
 -49.830 -34.039 -1085   284
 -49.275 -34.368  -944   215
 -47.880 -33.892  -840   174
 -47.058 -34.051  -829   141
 -46.287 -34.428  -758   119
 -43.885 -33.813  -421   113
 -42.979 -34.272  -340   102
  15.845 -34.629   338    85
 158.450 -35.366  -197    80
 159.115 -34.947  -219    82
 159.635 -35.484  -109    83
 -50.641 -34.950 -1126   243
 -50.140 -35.271  -946   188
 -48.985 -34.540  -856   178
 -48.190 -34.571  -992   145
 -45.805 -34.635  -750   108
 -45.275 -34.863  -647   101
 -42.515 -34.508  -582   103
 -42.300 -34.617  -420    97
  23.815 -36.441   225    92
  25.179 -36.005  -304   114
 110.037 -35.727  -333    71
 129.183 -36.281  -607    79
 158.125 -35.571    36    83
 159.480 -35.538   -81    87
 159.767 -35.940  -171    79
 -49.635 -35.592  -890   154
 -48.992 -36.000  -891   126
 -48.340 -36.402  -903   113
  24.030 -36.812    37    68
  25.405 -36.858  -329   154
  25.537 -37.357  -121   212
 123.723 -36.937  -334    67
 129.405 -36.609  -603    73
 129.618 -36.923  -797    74
 135.560 -37.201  -796    90
 159.295 -36.704   -95    78
 160.490 -37.494    65    74
 160.921 -37.266   -73    76
 -76.920 -37.467    88    23
 -50.525 -36.926 -1080   149
 -50.395 -36.986 -1049   143
 -47.835 -36.708  -725    99
 -47.286 -37.040  -789    97
  25.707 -38.000  -484   234
  50.320 -37.693   344    47
  50.575 -37.664   549    26
 137.150 -37.818  -617    80
 160.290 -37.600    82    72
 161.170 -38.338    38    78
 161.820 -38.009    16    79
 -76.635 -37.528    26    31
 -76.000 -37.664    49    29
 -75.345 -37.805  -117    38
 -52.852 -38.156  -769   136
  25.972 -39.001  -322   254
 139.297 -39.171  -702    69
 150.213 -39.215  -333   107
 150.874 -39.225  -359   100
 160.840 -38.505   114    73
  26.158 -39.708  -109   260
 139.275 -39.616  -728    71
 150.024 -40.158   -21   101
 -53.780 -39.837 -1018   141
 -53.128 -39.806  -881   108
 128.339 -41.077  -464    54
 129.982 -41.297  -605    61
 131.068 -41.443  -704    57
 141.040 -40.894  -935    78
 150.125 -41.173  -124   103
 150.630 -41.434  -121    93
 -54.784 -41.103 -1000   115
 -54.368 -41.135  -991   121
 132.175 -41.592  -495    54
 132.964 -41.698  -467    55
 150.025 -41.688  -128   102
 150.770 -41.506     2    86
 -56.618 -42.154 -1149   134
 -56.035 -42.261 -1036   106
 -55.215 -41.650 -1108   141
 -77.960 -43.115   230    33
 -77.000 -43.005   217    38
 -76.370 -42.933   118    56
 -55.035 -42.956 -1176   138
 -56.846 -43.731  -994   139
 -56.445 -43.500  -832   100
 -77.795 -44.894   402    50
 -77.000 -44.733   255    44
 -76.390 -44.610   112    53
 -57.785 -46.438  -791   210
 100.390 -47.409   159    16
 100.540 -47.483   229    15
 -57.763 -46.790  -681   194
 -57.105 -46.971  -616   160
 -56.085 -46.996  -936   119
 101.072 -47.682    86    17
 101.846 -47.863    82    11
 127.000 -48.236  -257    52
 127.585 -48.309  -660    37
 -57.100 -47.523  -405   175
 109.225 -49.448  -155    26
 126.955 -48.763 -1047    38
 151.965 -49.328   563    72
 109.445 -49.515  -261    21
 109.865 -49.645  -216    31
 114.445 -49.845 -1079    43
 114.975 -49.960 -1033    41
 133.170 -50.045  -299     4
 133.650 -50.077  -272     4
 151.243 -50.123   435    76
 151.745 -49.570   491    72
 151.216 -51.786   528    68
 151.840 -52.752   614    61
 153.826 -53.957   157    63
 153.918 -55.012   505    57
 153.980 -55.725   486    60
 -57.845 -56.232  -530    92
 -57.280 -56.354  -123    98
 -56.005 -56.631  -473   127
  92.715 -60.460  -876   138
 -54.740 -59.902    72    81
  40.022 -61.466  -403    75
  89.400 -61.257  -140   111
  89.780 -61.320  -107   114
  91.166 -60.819  -285   111
  92.230 -61.299  -453   124
  92.732 -61.033  -474   125
 100.751 -61.073  -352   103
 117.470 -61.276  -802    99
 132.537 -61.094 -1032   102
  54.840 -62.331  -363    89
  61.660 -62.418  -143    96
  63.709 -62.330   -53    97
  65.585 -62.310  -252   105
  67.215 -62.260  -178   103
  68.709 -62.279   -56   104
  70.505 -62.060   -92   116
  72.111 -62.483  -391   141
  90.440 -61.917  -119   118
  91.030 -61.707  -279   120
  92.000 -61.687  -408   124
  92.880 -61.755  -383   124
  93.835 -62.297  -383   145
  97.335 -62.349  -337   134
 100.703 -61.793  -515   117
 140.060 -61.675  -109    85
 151.090 -62.269   263    63
 -64.068 -61.883   610    59
  28.464 -62.934 -1024   111
  52.440 -63.420  -430   112
  53.028 -63.207  -436   109
  53.919 -62.778  -492    98
  60.375 -63.486   -51    88
  62.055 -63.001  -160   100
  63.741 -63.007  -129   107
  65.536 -63.000  -232   110
  67.260 -63.004  -212   111
  68.725 -63.003  -186   120
  70.534 -62.992  -155   123
  72.139 -63.017  -306   134
  73.942 -63.434  -283   136
  75.768 -63.108   -88   131
  91.230 -62.861  -233   131
  91.530 -63.220  -192   139
  97.345 -62.545  -199   132
 -66.385 -63.489   732    79
  52.345 -63.536  -455   119
  60.425 -63.530  -112    92
  60.565 -63.654  -189    94
  62.450 -63.584  -287   121
  62.515 -63.680  -305   130
  63.769 -63.589  -301   121
  65.486 -63.676  -289   130
